ID;Latitude;Longitude;ope1;ope2;ope3;ope4;efex1;efex2;efex3;efex4;efin1;efin2;efin3;efin4;efin5;intpol1;intpol2;intpol3;intpol4;intpol5;intknow;senknow1;senknow2;senknow3;senknow4;senknow5;autknow;partinf1;partinf2;partinf3;partinf4;partinf5;partinf6;polpart;parton1;parton2;parton3;parton4;parton5;parton6;partonline;acce1;acce2;acce3;use1;use2;use3;use4;use5;use6;use7;com1;com2;com3;com4;com5;com6;com7;com8;com9;com10;prov1;prov2;prov3;prov4;prov5;prov6;prov7;sexo;edad;edadcat;SES;educ;right;center;left;year;_merge;periphery;yearcat1;yearcat2;yearcat3;Cluster_01;Cluster_05;camp
4188;-33.0250426;-71.5121386;;;;;2;2;2;2;4;2;4;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;43;30-44;;Basica incompleta o menos;No;No;No;21;using only (2);0;0;0;1;0;0;1
4189;-33.0249762;-71.5127481;4;4;4;2;2;3;2;2;5;4;3;4;5;3;3;3;3;2;1;1;1;1;1;0;5;0;1;1;1;1;0;4;1;1;1;1;0;1;5;S?;S?;No;7;5;7;7;7;6;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;28;18-29;4;Universitaria completa;No;No;Yes;21;using only (2);0;0;0;1;0;0;1
4190;-33.0244848;-71.5119122;5;5;5;5;1;1;1;2;5;5;5;5;5;4;4;4;4;4;0;0;1;1;1;0;3;1;1;1;1;1;1;6;1;1;0;0;0;1;3;S?;S?;S?;7;7;7;7;7;7;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;33;30-44;5;Postgrado;No;Yes;No;21;using only (2);0;0;0;1;0;0;1
4192;-33.0238343;-71.5130339;2;1;2;1;4;2;1;1;2;4;4;4;5;2;3;2;3;2;0;0;1;1;1;0;3;0;0;0;0;1;0;1;1;1;1;1;0;0;4;S?;S?;S?;6;5;2;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;41;30-44;3;Media completa;No;No;No;21;using only (2);0;0;0;1;0;0;1
4193;-33.0236834;-71.5125909;2;2;2;2;2;1;2;2;3;4;4;1;5;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;S?;No;3;1;7;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;56;45-59;1;Media completa;No;No;No;21;using only (2);0;0;0;1;0;0;1
4194;-33.0232936;-71.5133523;1;4;4;1;4;1;1;2;5;2;5;2;2;1;1;1;1;1;1;0;1;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;79;60 or more;3;Media completa;No;No;Yes;21;using only (2);0;0;0;1;0;0;1
1626;-33.028095;-71.523059;1;1;2;1;2;1;2;5;2;2;1;2;5;1;3;3;2;3;0;0;1;1;1;0;3;0;1;0;0;1;0;2;1;0;0;0;0;0;1;S?;S?;No;7;7;7;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;59;45-59;2;Media completa;No;No;Yes;19;master only (1);0;1;0;0;0;0;0
1627;-33.028025;-71.523697;2;2;2;2;2;2;2;2;2;4;2;2;4;2;2;2;4;4;0;0;1;1;1;0;3;1;0;0;0;1;0;2;1;0;0;0;0;0;1;S?;S?;S?;7;7;4;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;56;45-59;3;Basica completa;No;No;Yes;19;master only (1);0;1;0;0;0;0;0
1628;-33.027987;-71.522729;3;3;3;3;2;3;2;2;3;3;3;3;3;2;2;2;2;2;0;0;0;0;1;0;1;1;0;0;0;1;0;2;0;1;0;1;0;0;2;S?;S?;No;7;1;4;1;1;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;48;45-59;1;Media completa;Yes;No;No;19;master only (1);0;1;0;0;0;0;0
1629;-33.027956;-71.522128;2;2;2;2;1;2;4;4;1;5;2;4;4;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;7;4;4;4;7;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;38;30-44;1;Basica incompleta o menos;Yes;No;No;19;master only (1);0;1;0;0;0;0;0
1633;-33.0278102;-71.5236277;2;1;1;1;2;1;3;2;2;2;1;2;5;1;4;4;4;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;78;60 or more;1;Basica completa;No;No;Yes;19;master only (1);0;1;0;0;0;0;0
1652;-33.0272511;-71.5215901;3;3;3;3;2;2;2;3;2;2;2;2;4;1;1;1;1;1;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;76;60 or more;2;Basica incompleta o menos;No;No;No;20;master only (1);0;0;1;0;0;0;0
1667;-33.026784;-71.5239711;2;2;2;2;2;2;2;2;2;4;3;2;4;1;1;2;2;2;0;0;1;1;0;0;2;0;1;0;0;1;0;2;0;0;0;0;0;0;0;S?;No;No;7;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;63;60 or more;2;Media completa;No;No;Yes;20;master only (1);0;0;1;0;0;0;0
1668;-33.026784;-71.5239711;4;3;4;3;1;1;1;1;5;5;4;4;4;3;3;3;3;3;1;1;1;1;1;0;5;0;1;0;0;1;1;3;1;1;1;0;1;0;4;S?;S?;S?;4;5;6;6;5;4;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;25;18-29;1;Universitaria inompleta;No;No;No;20;master only (1);0;0;1;0;0;0;0
1669;-33.0267235;-71.5245784;3;3;3;3;2;2;2;2;2;2;2;3;4;2;2;2;2;2;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;No;7;4;4;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;82;60 or more;1;Basica incompleta o menos;Yes;No;No;20;master only (1);0;0;1;0;0;0;0
1680;-33.0261486;-71.5251168;2;4;4;2;2;2;2;4;4;4;2;3;4;2;2;2;3;2;1;0;1;1;1;0;4;0;1;0;1;0;0;2;0;0;0;0;0;0;0;S?;No;No;4;1;7;4;4;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;55;45-59;2;Media incompleta;No;No;No;20;master only (1);0;0;1;0;0;0;0
1688;-33.025621;-71.5260449;2;2;2;2;1;1;1;1;5;4;2;3;4;2;3;3;3;3;1;0;1;1;1;0;4;0;1;1;0;1;0;3;0;0;0;0;0;0;0;S?;S?;No;4;1;4;1;1;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;70;60 or more;5;Postgrado;No;No;Yes;20;master only (1);0;0;1;0;0;0;0
1693;-33.0253658;-71.5262348;3;3;3;3;2;2;2;2;2;2;2;2;4;1;3;3;2;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;78;60 or more;1;Basica incompleta o menos;Yes;No;No;20;master only (1);0;0;1;0;0;0;0
1694;-33.0253635;-71.5274524;3;3;3;3;2;3;2;2;3;2;2;2;3;1;3;3;3;3;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;No;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;70;60 or more;1;Basica incompleta o menos;No;No;No;20;master only (1);0;0;1;0;0;0;0
1695;-33.0253339;-71.5275042;2;2;2;2;2;2;1;1;4;3;2;2;4;3;4;4;4;3;0;0;1;1;1;0;3;1;0;0;0;1;0;2;1;0;0;0;0;0;1;S?;S?;No;7;4;6;1;1;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;72;60 or more;4;Superior tecnica completa;Yes;No;No;20;master only (1);0;0;1;0;0;0;0
1703;-33.0249524;-71.5273909;2;2;2;2;1;2;1;2;3;3;3;3;3;2;3;3;3;3;1;0;1;1;1;0;4;0;0;0;0;0;1;1;1;0;0;0;0;0;1;S?;S?;No;7;4;7;7;4;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;48;45-59;3;Media completa;No;No;No;20;master only (1);0;0;1;0;0;0;0
1705;-33.0249115;-71.5277297;4;4;4;4;2;4;1;2;2;4;2;2;5;1;3;3;3;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;1;1;4;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;53;45-59;3;Media completa;No;No;No;20;master only (1);0;0;1;0;0;0;0
1710;-33.0246179;-71.5278512;3;3;3;3;2;3;2;2;;2;4;2;2;1;4;4;3;3;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;87;60 or more;2;Basica incompleta o menos;Yes;No;No;20;master only (1);0;0;1;0;0;0;0
1608;-33.0290397;-71.5127869;1;1;1;1;;1;2;2;2;4;2;2;2;2;2;2;3;2;1;1;1;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;65;60 or more;2;Basica incompleta o menos;No;No;No;20;master only (1);0;0;1;0;0;0;1
1612;-33.0289363;-71.5125451;4;4;2;2;5;2;2;2;5;2;4;1;4;1;1;1;1;1;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;S?;No;4;1;6;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;59;45-59;2;Media incompleta;No;No;No;20;master only (1);0;0;1;0;0;0;1
1624;-33.0281938;-71.5154031;1;1;1;1;2;2;2;2;2;2;1;1;3;1;3;3;3;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;S?;No;4;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;64;60 or more;1;Basica completa;No;No;No;19;master only (1);0;1;0;0;0;0;1
1674;-33.0264725;-71.512944;2;4;5;3;1;1;1;3;3;3;3;4;4;2;3;3;3;3;0;0;1;1;1;0;3;0;1;0;0;0;0;1;0;0;0;1;0;0;1;S?;S?;S?;7;6;7;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;31;30-44;2;Media tecnica completa;No;No;No;19;master only (1);0;1;0;0;0;0;1
1686;-33.0257136;-71.5117082;5;5;5;2;2;2;2;2;4;4;4;4;4;3;3;3;3;3;0;0;1;1;1;0;3;0;1;0;0;1;0;2;1;0;0;0;0;0;1;S?;S?;S?;7;4;7;1;1;1;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;48;45-59;3;Superior tecnica incompleta;No;No;No;19;master only (1);0;1;0;0;0;0;1
1701;-33.0249998;-71.5093352;1;1;1;1;2;3;2;2;3;3;2;3;4;1;3;3;3;3;0;0;1;1;1;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;S?;S?;No;7;1;1;1;1;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;48;45-59;4;Superior tecnica completa;No;No;Yes;19;master only (1);0;1;0;0;0;0;1
1709;-33.0246334;-71.510549;1;1;1;1;1;2;1;2;4;2;5;5;5;1;3;4;4;4;1;0;1;0;1;0;3;1;0;0;0;1;0;2;1;1;0;0;0;0;2;S?;S?;;7;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;72;60 or more;3;Media completa;No;No;No;19;master only (1);0;1;0;0;0;0;1
1712;-33.0245007;-71.5110234;4;4;3;3;2;2;2;2;2;4;2;2;2;1;4;4;4;4;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;7;6;7;1;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;42;30-44;3;Media completa;No;No;No;19;master only (1);0;1;0;0;0;0;1
1713;-33.0244614;-71.507606;5;5;3;1;1;1;1;1;5;5;5;5;5;2;3;3;3;3;1;0;1;1;1;0;4;1;1;0;0;1;0;3;1;1;1;0;0;0;3;S?;S?;S?;6;6;4;3;4;2;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;60;60 or more;4;Superior tecnica completa;Yes;No;No;19;master only (1);0;1;0;0;0;0;1
1714;-33.0244301;-71.5107029;1;1;1;1;1;1;1;1;5;4;5;5;5;3;4;4;4;2;0;0;1;1;1;0;3;1;1;1;1;1;1;6;1;0;1;0;0;0;2;S?;S?;S?;1;1;1;1;7;5;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;62;60 or more;4;Universitaria completa;No;No;No;19;master only (1);0;1;0;0;0;0;1
1716;-33.0239823;-71.5096333;2;2;2;2;2;2;2;2;2;4;2;2;3;2;2;2;3;2;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;4;4;6;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;44;30-44;4;Superior tecnica completa;No;No;No;19;master only (1);0;1;0;0;0;0;1
1717;-33.0239812;-71.5096152;3;3;3;2;2;2;1;4;4;4;4;4;4;2;3;3;3;3;0;0;1;1;1;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;S?;S?;S?;7;7;7;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;44;30-44;4;Superior tecnica completa;No;No;No;19;master only (1);0;1;0;0;0;0;1
1718;-33.0238107;-71.5104768;;;;;2;4;2;2;2;4;2;2;4;1;3;4;4;4;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;51;45-59;2;Basica incompleta o menos;No;No;No;19;master only (1);0;1;0;0;0;0;1
4191;-33.0244642;-71.5108341;;;;;2;4;2;2;5;1;2;4;4;1;1;1;2;2;1;1;1;1;1;0;5;0;0;1;0;1;1;3;0;0;0;0;0;0;0;S?;No;No;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;77;60 or more;3;Media incompleta;No;No;Yes;21;using only (2);0;0;0;1;0;0;1
4185;-33.0254211;-71.5520772;2;2;4;2;2;2;1;2;3;3;3;3;4;2;3;3;3;3;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;7;4;7;1;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;35;30-44;3;Media completa;No;No;No;21;using only (2);0;0;0;1;0;0;0
4186;-33.0254;-71.5521363;2;2;4;2;1;1;1;1;4;4;4;5;5;3;3;3;3;3;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;S?;S?;S?;7;4;4;1;2;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;33;30-44;2;Media completa;No;No;Yes;21;using only (2);0;0;0;1;0;0;0
1427;-33.0350733;-71.4981567;1;5;3;4;1;2;1;1;5;5;2;5;5;4;4;3;4;3;1;0;1;1;1;0;4;1;1;1;0;1;1;5;1;1;0;0;0;1;3;No;S?;S?;7;6;7;7;7;4;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;49;45-59;3;Media tecnica completa;No;No;Yes;20;master only (1);0;0;1;0;0;0;0
1433;-33.0348483;-71.49817;1;5;1;1;1;1;1;1;5;3;1;1;2;1;2;3;4;4;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;81;60 or more;2;Media incompleta;No;No;Yes;20;master only (1);0;0;1;0;0;0;0
1444;-33.0345617;-71.4998183;3;3;2;3;3;2;1;1;4;4;4;3;3;3;2;3;4;4;1;0;1;1;1;1;5;0;1;0;0;1;1;3;1;1;1;1;0;0;4;S?;S?;S?;5;5;3;3;5;4;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;28;18-29;3;Universitaria completa;No;Yes;No;20;master only (1);0;0;1;0;0;0;0
1447;-33.0344817;-71.4986983;1;2;5;1;2;1;1;2;2;5;4;1;5;3;3;3;4;3;1;0;1;1;1;0;4;0;0;0;0;1;0;1;1;0;0;0;0;0;1;S?;S?;S?;7;3;7;1;1;1;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;30;30-44;4;Universitaria inompleta;No;Yes;No;20;master only (1);0;0;1;0;0;0;0
1457;-33.0343048;-71.5003939;1;1;3;1;2;1;1;1;5;5;4;2;4;1;2;4;4;3;0;0;1;1;1;0;3;0;0;0;0;1;0;1;1;0;0;0;0;0;1;S?;S?;S?;7;7;5;3;3;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;28;18-29;2;Universitaria inompleta;No;Yes;No;20;master only (1);0;0;1;0;0;0;0
1461;-33.034208;-71.498711;2;4;4;4;1;5;1;1;1;5;1;5;5;2;4;4;4;4;1;1;1;1;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;No;4;1;1;1;1;1;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;54;45-59;2;Media incompleta;Yes;No;No;19;master only (1);0;1;0;0;0;0;0
1463;-33.03417;-71.49962;1;1;4;1;4;3;2;5;4;2;4;4;3;2;3;3;3;3;1;0;1;1;1;0;4;0;0;0;0;1;1;2;1;0;0;0;0;0;1;S?;S?;S?;7;1;7;1;1;4;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;41;30-44;2;Universitaria inompleta;No;Yes;No;19;master only (1);0;1;0;0;0;0;0
1469;-33.0339404;-71.4996934;;;;;2;2;2;2;5;;4;;2;1;1;1;1;1;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;67;60 or more;2;Basica incompleta o menos;No;No;No;19;master only (1);0;1;0;0;0;0;0
1471;-33.033891;-71.4995537;1;1;1;1;3;2;4;2;5;5;2;4;4;2;2;2;3;3;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;7;4;3;1;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;28;18-29;2;Media completa;No;No;No;19;master only (1);0;1;0;0;0;0;0
1490;-33.0333505;-71.4992078;1;1;2;2;3;3;3;2;2;2;2;4;4;1;4;4;4;4;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;47;45-59;3;Media completa;No;No;No;19;master only (1);0;1;0;0;0;0;0
1491;-33.033342;-71.49992;2;2;2;2;4;1;2;2;4;2;2;2;5;1;4;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;93;60 or more;3;Universitaria inompleta;No;Yes;No;19;master only (1);0;1;0;0;0;0;0
1498;-33.033169;-71.4993996;1;1;1;1;1;2;2;1;5;2;2;2;2;1;3;3;3;3;0;0;0;0;0;0;0;0;1;0;0;1;1;3;0;0;0;0;0;0;0;S?;S?;No;7;1;4;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;59;45-59;2;Basica incompleta o menos;No;No;No;19;master only (1);0;1;0;0;0;0;0
1506;-33.0330048;-71.5002428;4;4;4;2;3;4;1;1;2;4;1;3;3;2;2;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;S?;S?;No;7;4;7;4;4;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;33;30-44;2;Universitaria completa;No;No;No;19;master only (1);0;1;0;0;0;0;0
1510;-33.0329419;-71.4975156;2;2;4;4;2;2;2;2;2;2;2;4;4;1;4;4;4;4;1;0;1;1;1;0;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0;S?;S?;No;7;4;5;1;3;2;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;52;45-59;3;Media completa;Yes;No;No;20;master only (1);0;0;1;0;0;0;0
1530;-33.032103;-71.4992112;4;4;4;4;1;3;1;1;4;3;1;2;3;2;4;4;4;4;1;0;1;1;1;0;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0;S?;S?;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;75;60 or more;2;Media incompleta;Yes;No;No;20;master only (1);0;0;1;0;0;0;0
1532;-33.032055;-71.497796;3;3;4;3;3;3;3;4;5;5;5;5;5;3;2;3;4;4;0;0;1;1;1;0;3;1;0;0;1;1;0;3;1;1;1;1;0;0;4;S?;S?;No;7;1;7;1;7;1;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;19;18-29;4;Universitaria inompleta;Yes;No;No;19;master only (1);0;1;0;0;0;0;0
1533;-33.032008;-71.4979365;1;1;1;1;2;2;2;3;4;4;3;3;4;2;4;4;4;4;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;55;45-59;3;Media completa;No;No;No;19;master only (1);0;1;0;0;0;0;0
1548;-33.0309036;-71.4990689;2;2;2;2;1;2;1;2;4;4;4;4;5;1;1;1;1;3;0;0;1;1;1;0;3;1;0;0;0;1;1;3;0;0;0;0;0;0;0;S?;No;No;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;72;60 or more;1;Basica incompleta o menos;No;Yes;No;20;master only (1);0;0;1;0;0;0;0
1577;-33.0296398;-71.4954453;2;2;4;2;2;2;2;2;3;2;2;3;4;2;2;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;No;7;5;7;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;23;18-29;3;Media completa;No;No;No;20;master only (1);0;0;1;0;0;0;0
1578;-33.0296272;-71.4954464;2;2;2;2;2;1;2;2;2;2;2;4;4;1;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;No;5;5;5;1;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;24;18-29;3;Media completa;No;No;No;20;master only (1);0;0;1;0;0;0;0
1580;-33.0296032;-71.495462;2;4;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;5;4;4;2;1;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;46;45-59;3;Media completa;No;No;No;20;master only (1);0;0;1;0;0;0;0
1582;-33.0295819;-71.4954598;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;5;1;5;1;1;1;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;45;45-59;3;Media completa;No;No;No;20;master only (1);0;0;1;0;0;0;0
4158;-33.0286837;-71.4960168;2;2;2;2;2;1;1;2;2;2;2;1;2;1;3;3;3;3;1;0;1;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;S?;S?;S?;7;7;7;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;54;45-59;2;Media tecnica completa;No;No;No;21;using only (2);0;0;0;1;0;0;0
4159;-33.0285345;-71.4956741;;;;;2;2;1;1;1;1;1;2;2;1;3;4;4;4;0;0;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;No;No;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;76;60 or more;2;Media incompleta;No;No;No;21;using only (2);0;0;0;1;0;0;0
4167;-33.0278538;-71.4962255;3;2;4;4;2;3;4;4;3;3;4;2;2;2;2;2;2;2;1;0;1;1;1;0;4;0;0;1;1;1;1;4;1;1;1;1;1;1;6;S?;S?;No;5;4;3;3;3;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;40;30-44;3;Media completa;No;Yes;No;21;using only (2);0;0;0;1;0;0;0
4168;-33.0278077;-71.4961857;3;3;3;3;2;4;3;2;4;4;4;4;4;2;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;S?;S?;No;5;5;2;2;1;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Femenine;20;18-29;4;Universitaria inompleta;Yes;No;No;21;using only (2);0;0;0;1;0;0;0
4169;-33.0277798;-71.4961243;1;1;1;1;2;3;1;3;4;1;4;2;3;2;2;2;2;2;1;0;0;1;1;0;3;0;1;0;0;1;1;3;0;0;0;0;0;0;0;S?;S?;No;1;1;7;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;35;30-44;2;Media incompleta;No;No;No;21;using only (2);0;0;0;1;0;0;0
4170;-33.0277794;-71.4963633;4;5;5;4;2;4;2;4;2;4;2;4;4;3;2;3;4;4;0;0;0;1;0;0;1;0;1;1;0;0;0;2;1;1;0;0;1;0;3;S?;S?;No;7;7;7;4;4;4;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Masculine;20;18-29;1;Media completa;No;No;Yes;21;using only (2);0;0;0;1;0;0;0
4171;-33.0277677;-71.4962079;1;1;4;2;2;2;1;1;5;3;5;3;3;4;2;3;4;4;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;2;S?;S?;No;3;3;6;1;1;1;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Femenine;18;18-29;2;Media completa;Yes;No;No;21;using only (2);0;0;0;1;0;0;0
